0.355555555,1,0.673378684
1.081179138,1,0.185759637
1.273469387,1,0.124489795
1.406122448,1,0.165306122
1.579591836,1,0.153061224
1.877551020,1,0.155102040
2.041836734,1,0.168367346
2.220408163,1,0.095918367
2.325510204,1,0.314308390
2.964285714,0,0.295918367
3.391836734,0,0.620408163
4.081632653,0,0.319387755
4.411224489,0,0.119387755
4.538775510,0,0.112244897
4.830612244,0,0.157142857
4.992857142,0,0.202040816
5.254081632,0,0.155102040
5.463265306,1,0.157142857
5.626530612,0.5,0.124489795
5.761224489,0.75,0.121428571
5.890816326,0.25,0.136734693
6.147959183,0.25,0.260204081
6.412244897,0.25,0.122448979
6.539795918,1,0.274489795
6.852040816,0,0.138775510
6.997959183,0,0.150000000
7.193877551,0,0.135714285
7.334693877,0,0.111224489
7.551020408,0.375,0.307142857
7.866326530,0.4375,0.309183673
8.530612244,0.75,0.097959183
8.636734693,0.46875,0.123469387
8.835714285,0.25,0.283673469
9.208163265,0.5,0.102040816
9.319387755,0.375,0.142857142
9.575510204,0.375,0.494897959
10.236734693,0.125,0.266326530
10.514285714,0.0625,0.109183673
10.631632653,0,0.168367346
10.893877551,0.0625,0.454149659
11.354557823,0.03125,0.137868480
11.567891156,0.09375,0.444081632
12.020680272,0.09375,0.171972789
12.201360544,0.09375,0.124807256
12.331972789,0.03125,0.475170068
12.814285714,0.046875,0.110204081
13.090249433,0.09375,0.186485260
13.281814058,0.0625,0.191655328
13.481632653,0.09375,0.321428571
14.304081632,0.4375,0.393877551
14.710204081,0.5,0.153061224
14.872448979,0.109375,0.116031746
15.106122448,0.0625,0.295963718
15.548979591,0.375,0.293877551
15.850000000,0.3125,0.067346938
15.924489795,0.34375,0.105102040
16.033673469,0.109375,0.216326530
16.388775510,0.40625,0.115306122
16.507142857,0.125,0.114285714
16.629591836,0.3125,0.063265306
16.706122448,0.3125,0.104081632
16.816326530,0.484375,0.113265306
16.938775510,0.34375,0.194897959
17.222448979,0.3125,0.148979591
17.692857142,0.34375,0.118367346
17.821428571,0.125,0.177551020
18.138775510,0.3125,0.134693877
18.282653061,0.078125,0.061224489
18.356122448,0.078125,0.103061224
18.544897959,0.046875,0.108163265
18.665306122,0.09375,0.081632653
18.757142857,0.0390625,0.082653061
18.958163265,0.03125,0.267346938
19.306122448,0.046875,0.086734693
19.404081632,0.0390625,0.141836734
19.554081632,0.0351562,0.087755102
19.646938775,0.0703125,0.068367346
19.727551020,0.0332031,0.115306122
19.853061224,0.0390625,0.089795918
19.950000000,0.117188,0.086734693
20.046938775,0.0859375,0.105102040
20.217346938,0.121094,0.086734693
20.312244897,0.125,0.113265306
20.432653061,0.0351562,0.067346938
20.509183673,0.0625,0.105102040
20.621428571,0.03125,0.076530612
20.766326530,0,0.294897959
21.095918367,0.0351562,0.134693877
21.353061224,0.117188,0.120408163
21.479591836,0.078125,0.106122448
21.594897959,0.0703125,0.061224489
21.665306122,0.0859375,0.204081632
22.286734693,0.453125,0.094897959
22.386734693,0.25,0.102040816
22.596938775,0.0390625,0.418367346
23.029115646,0.0371094,0.108117913
23.177868480,0.0703125,0.287346938
23.473922902,0.0859375,0.121904761
23.604535147,0.0351562,0.095782312
24.127551020,0.109375,0.106122448
24.239795918,0.0625,0.097959183
24.343877551,0.09375,0.129591836
24.478571428,0.0371094,0.094897959
24.581632653,0.0380859,0.101020408
24.694897959,0.328125,0.178571428
24.993877551,0.46875,0.116326530
25.119387755,0.0859375,0.085873015
25.209614512,0.109375,0.087074829
25.308299319,0.0625,0.230748299
25.632653061,0.3125,0.107142857
25.746938775,0.123047,0.128798185
25.884444444,0.3125,0.113197278
26.003446712,0.09375,0.214784580
26.296598639,0.125,0.178503401
26.482358276,0.125,0.095782312
26.583945578,0.125,0.074013605
26.664489795,0.453125,0.095056689
26.764625850,0.12207,0.079251700
26.846938775,0.1875,0.043877551
27.070839002,0.476562,0.137868480
27.216689342,0.109375,0.156734693
27.781224489,0.375,0.160362811
27.951746031,0.320312,0.372244897
28.508163265,0.453125,0.125510204
28.644897959,0.316406,0.226530612
28.878571428,0.40625,0.126054421
29.023469387,0.0546875,0.215306122
29.591836734,0.25,0.198979591
29.803061224,0.078125,0.105102040
30.047959183,0.121094,0.137755102
30.192857142,0.0703125,0.151020408
30.353061224,0.109375,0.097959183
30.457142857,0.0390625,0.087755102
30.551020408,0.0375977,0.182653061
30.742857142,0.0820312,0.187755102
31.191836734,0.0703125,0.242857142
31.442857142,0.0820312,0.142857142
31.591836734,0.0625,0.082653061
31.677551020,0.123047,0.078571428
31.765306122,0.0585938,0.090816326
31.867346938,0.101562,0.171428571
32.093877551,0.421875,0.078571428
32.179591836,0.5,0.168367346
32.358163265,0.123047,0.148979591
32.576530612,0.0859375,0.126530612
32.710204081,0.34375,0.090816326
32.814285714,0.0859375,0.141836734
33.024489795,0.0546875,0.068367346
33.097959183,0.09375,0.081632653
33.186734693,0.0703125,0.202040816
33.510204081,0.0373535,0.197959183
33.719387755,0.0380859,0.169387755
33.905102040,0.25,0.186734693
34.101405895,0.0546875,0.073287981
34.182675736,0.0742188,0.103038548
34.291519274,0.0371094,0.109569160
34.468571428,0.0390625,0.067482993
34.541133786,0,0.051519274
34.601360544,0.0332031,0.144399092
34.988117913,0.0380859,0.200997732
35.193469387,0.0820312,0.189387755
35.389387755,0.0378418,0.210430839
35.766712018,0.28125,0.181405895
35.960453514,0.0546875,0.488526077
