1.263310657,1,0.119727891
1.391020408,1,0.079092970
1.478095238,1,0.080544217
1.779591836,1,0.707845804
2.561451247,1,0.148752834
2.716009070,1,0.177777777
2.900317460,1,0.121904761
3.031632653,1,0.091836734
3.869024943,1,0.171972789
4.049795918,2,0.099773242
4.158548752,2,0.078820861
4.245850340,2,0.116235827
4.369569160,1.5,0.095782312
4.455328798,1,0.000022675
4.481315192,1.5,0.139183673
4.629478458,1.5,0.067845804
4.803083900,1.5,0.229478458
5.043537414,1.5,0.124716553
7.381043083,2,0.173424036
7.561723356,1.5,0.146575963
7.717006802,1.75,0.194467120
8.023219954,1.75,0.392086167
8.493424036,1.5,0.188662131
8.692970521,2,0.092879818
8.793832199,1.75,0.088526077
8.931700680,1.5,0.125532879
9.065215419,1.5,0.052970521
9.121814058,1.5,0.037006802
9.168979591,1.625,0.143673469
9.323537414,1.625,0.060952380
9.388843537,1.625,0.042811791
9.442539682,1.6875,1.679909297
22.578503401,1.5,0.222040816
23.024036281,1.25,0.539863945
23.613242630,1.375,0.252517006
23.879546485,1.6875,0.080544217
23.968072562,1.65625,0.088526077
24.063854875,1.625,0.089251700
24.158163265,1.375,0.000022675
24.195918367,1.4375,0.238730158
24.914285714,1.3125,0.510204081
25.431655328,1.4375,0.153832199
25.592743764,1.625,0.129886621
25.817687074,1.64062,0.212607709
26.040453514,1.75,0.111020408
26.163083900,1.64062,0.161814058
26.333605442,1.64062,0.188662131
26.533151927,1.46875,0.199546485
28.285532879,1.65625,0.100136054
28.396553287,1.625,0.120453514
28.524988662,1.625,0.071836734
28.615691609,1.5,0.205351473
28.917551020,1.46875,0.121904761
29.133061224,1.375,0.140770975
29.574489795,1.5,0.293877551
29.877551020,1.5,0.142857142
30.032653061,1.63281,0.139795918
30.181632653,1.63281,0.096938775
30.285714285,1.625,0.082653061
30.377551020,1.625,0.041836734
30.423469387,1.5,0.061224489
30.491836734,1.63281,0.139795918
30.644897959,1.63281,0.146938775
31.022448979,1.64844,0.141836734
31.172448979,1.62891,0.110204081
31.373469387,1.4375,0.139795918
31.521428571,1.5,0.138775510
31.805102040,1.3125,0.043877551
31.860204081,1.375,0.048979591
31.918367346,1.375,0.052040816
31.976530612,1.28125,0.096938775
32.351020408,1.34375,0.143877551
32.596938775,1.5625,0.289795918
32.901020408,1.45312,0.588775510
43.366167800,1.64062,0.170521541
43.543945578,1.62695,0.184308390
43.773968253,1.63281,0.174149659
43.956825396,1.62891,0.782222222
44.755283446,1.5625,0.116235827
44.877006802,1.59375,0.056371882
44.946349206,1.48438,0.075328798
45.883718820,1.48438,0.114739229
46.005442176,1.44531,0.162131519
46.191020408,1.4375,0.179591836
46.440952380,1.59375,0.147664399
46.682902494,1.57812,0.111247165
46.801632653,1.57031,0.107755102
46.922358276,1.47656,0.062857142
46.994195011,1.48438,0.194580498
47.302675736,1.44922,0.081995464
47.470294784,1.375,0.177777777
49.005714285,1.34375,0.345396825
49.415691609,1.46094,0.179229024
49.682721088,1.5,0.114648526
49.840181405,1.63086,0.044988662
49.930158730,1.44922,0.136417233
50.109387755,1.46484,0.059501133
50.282086167,1.49219,0.261224489
50.550566893,1.49609,0.145850340
50.706575963,1.57812,0.106666666
50.817596371,1.58594,0.126258503
50.957641723,1.49609,0.132789115
51.103492063,1.5,0.092154195
