"/Users/gong/Documents/github/MTG/JingjuSingingAnnotation/educationSegmentation/evaluationGroundTruth/newUnclassified/male_12_pos_1.wav",12.347210884,0.731428571,370.427
,13.223764172,0.522448979,345.03
,13.798458049,0.354104308,380.15
,14.425396825,0.510839002,312.21
,14.959455781,0.272834468,313.646
,15.238095237,0.551473923,346.251
,15.806984126,0.203174603,347.455
,16.811247165,0.388934240,376.365
,17.205986394,0.174149660,347.392
,17.531065759,0.597913832,466.295
,18.175419500,0.249614513,388.256
,18.500498865,0.330884354,354.671
,18.837188208,0.150929705,312.102
,18.993922902,0.168344671,355.356
,19.168072562,0.336689342,392.349
,19.586031745,0.278639456,433.179
,19.870476190,0.121904762,506.151
,20.021405895,0.267029478,373.369
,20.294240362,0.133514739,324.038
,20.433560090,0.249614512,353.962
,20.688979591,0.174149660,314.026
,21.472653060,0.208979592,224.867
,21.774512471,0.255419501,233.439
,22.128616779,0.110294785,318.027
,22.244716552,0.394739229,291.174
,22.697505668,0.238004535,259.72
,22.941315192,0.232199546,228.479
,23.382494330,0.377324263,198.529
,23.858503401,0.638548752,230.543
,25.054331065,0.870748299,232.993
,25.930884353,0.243809524,267.716
,26.255963718,0.505034014,313.297
,26.842267573,0.696598639,315.564
,28.427029478,0.458594104,309.103
,29.117823128,0.290249434,200.438
,29.413877550,0.121904762,238.451
,29.541587301,0.214784580,199.258
,29.791201813,0.208979592,238.456
,30.098866212,0.481814059,265.235
,30.638730158,0.226394558,253.203
,30.870929704,0.150929706,233.689
,32.188662131,0.412154195,405.634
,32.606621314,0.110294785,364.346
,32.838820861,0.539863945,379.986
,33.401904761,0.150929705,398.593
,33.663129251,0.278639456,348.291
,33.947573695,0.145124717,313.527
,34.098503401,0.272834467,365.552
,34.377142856,0.162539683,431.898
,34.545487528,0.110294784,345.915
,34.661587301,0.121904762,396.457
,34.789297051,0.162539683,347.811
,35.120181405,0.319274376,198.623
,35.445260770,0.121904762,243.843
,35.572970521,0.220589569,185.643
,35.799365079,0.116099773,245.244
,35.921269840,0.458594105,233.285
,36.490158729,0.150929706,264.314
,36.774603174,0.208979592,281.266
,37.018412698,0.243809523,253.357
,37.366712017,1.457052155,344.577
,38.829569160,0.116099773,351.03
,39.514557822,0.458594105,308.689
,39.978956915,0.139319728,350.164
,40.124081632,0.191564626,293.398
,40.391111110,0.423764173,257.617
,40.820680271,0.116099774,237.057
,41.174784580,0.876553288,311.43
,42.765351473,0.104489796,357.525
,42.875646258,0.464399093,313.529
,43.345850339,0.441179139,243.731
,43.920544217,0.168344671,178.65
,44.228208616,0.150929705,226.581
,44.512653060,0.423764173,312.724
,44.994467119,0.586303855,229.302
