startTime,pitch,freq,duration,noteStr
1.282902494,61.5321487081,285.835,0.702403628,D4-46.8c
1.99111111,64.6534472551,342.307,0.812698413,F4-34.7c
2.809614512,66.4777524245,380.347,0.859138322,F#4+47.8c
3.860317459,68.6874622862,432.128,2.751564626,A4-31.3c
7.471020407,67.0567276054,393.282,0.104489796,G4+5.7c
7.581315192,69.4023638837,450.346,0.168344671,A4+40.2c
7.755464852,66.9828805647,391.608,0.714013605,G4-1.7c
8.475283446,68.8738697953,436.806,0.592108843,A4-12.6c
9.253151927,69.9668129283,465.271,1.706666666,A#4-3.3c
11.000453514,71.6605006113,513.09,0.249614512,C5-34.0c
11.255873015,68.7986797121,434.913,2.774784581,A4-20.1c
14.036462584,67.3584819438,400.197,0.191564626,G4+35.8c
15.203265305,72.2528372003,530.949,0.714013606,C5+25.3c
16.039183673,72.438090303,536.661,1.102947845,C5+43.8c
17.147936507,74.221258228,594.884,0.243809524,D5+22.1c
17.39755102,72.5044816383,538.723,0.963628117,C#5-49.6c
18.366984126,71.387517992,505.063,0.232199547,B4+38.7c
18.604988661,69.7253234664,458.826,0.481814059,A#4-27.5c
19.214512471,69.2208909857,445.65,0.307664399,A4+22.1c
19.527981859,67.4091511702,401.37,0.905578231,G4+40.9c
20.642539682,68.9653406481,439.12,0.238004535,A4-3.5c
20.967619047,72.1418814571,527.557,3.535238095,C5+14.2c
25.716099772,67.3260068444,399.447,1.050702948,G4+32.6c
26.772607709,69.487725673,452.572,0.47600907,A4+48.8c
27.254421768,67.6657796019,407.364,0.609523809,G#4-33.4c
27.869750566,65.5896663907,361.328,0.731428571,F#4-41.0c
28.606984126,67.6501331022,406.996,0.441179138,G#4-35.0c
29.460317459,72.5851473052,541.239,0.632743765,C#5-41.5c
30.098866212,74.6078091228,608.316,0.226394558,D#5-39.2c
30.331065759,72.4892103593,538.248,0.406349206,C5+48.9c
30.743219954,69.4015565764,450.325,0.394739229,A4+40.2c
31.143764172,67.8905336299,412.687,0.754648526,G#4-10.9c
31.904217686,65.8149193531,366.06,0.336689343,F#4-18.5c
32.246712017,67.5169924572,403.878,0.487619048,G#4-48.3c
32.745941042,69.9574709104,465.02,0.139319728,A#4-4.3c
32.891065759,67.3306870149,399.555,0.150929705,G4+33.1c
33.047800453,69.3641485226,449.353,0.255419501,A4+36.4c
33.309024942,72.9103825187,551.503,0.226394558,C#5-9.0c
33.541224489,69.2019230711,445.162,0.179954648,A4+20.2c
33.726984126,67.4609197027,402.572,0.203174603,G4+46.1c
33.935963718,64.140991456,332.323,0.371519274,E4+14.1c
34.49324263,65.7303886107,364.277,1.010068027,F#4-27.0c
36.112834466,72.773131221,547.148,0.563083901,C#5-22.7c
36.91972789,74.6585916116,610.103,0.354104309,D#5-34.1c
37.279637187,72.9303671733,552.14,0.458594105,C#5-7.0c
37.74403628,75.0266894279,623.214,0.121904762,D#5+2.7c
