8.649433106,726.379,0.690793650,0
9.461224489,641.369,0.510839002,0
10.191836734,640.544,0.626938775,0
11.151383219,628.989,0.261224489,0
11.544897959,400.369,0.388934240,0
11.958276643,535.725,0.104489795,0.8
12.196281179,480.428,0.516643990,0
12.849342403,485.38,0.363356009,0
13.296326530,527.472,0.101587301,0.8
13.559002267,640.544,0.516643990,0
14.233832199,695.016,0.156734693,0
14.393469387,533.25,0.454784580,0
15.183673469,402.02,0.243809523,0
15.555102040,396.243,0.423764172,0
16.051020408,485.38,0.642176870,0
17.117460317,401.195,0.357188208,0
17.798095238,641.369,0.336689342,0
18.156553287,646.321,0.156734693,0
18.319092970,536.551,0.185759637,0
18.512108843,482.078,0.243809523,0
18.825578231,481.253,0.174149659,0
19.044716553,398.719,0.191564625,0
19.330612244,473,0.116099773,0
19.452517006,538.58,0.539863945,0
20.003990929,640.544,0.116099773,0
20.160725623,481.253,0.325079365,0
20.886349206,398.845,0.359909297,0
21.594557823,641.369,0.586303854,0
22.312925170,642.195,0.185759637,0
22.504489795,533.25,0.510113378,0
23.846893424,611.657,0.150929705,0
24.003628117,529.123,0.133514739,0
24.235827664,479.82,0.162539682,0
24.421587301,395.417,0.226394557,0
24.781496598,482.904,0.197369614,0
25.089160997,643.02,0.301859410,0
25.536145124,642.195,0.505034013,0
26.099229024,478.777,0.359909297,0
26.476553287,538.202,0.220589569,0
27.125260770,642.195,0.400544217,0
27.623038548,484.554,0.089977324,0.8
27.800090702,532.394,0.249614512,0
28.129523809,534.9,0.150929705,0
28.285714285,401.195,0.325079365,0
28.808707482,643.845,0.127709750,0
29.144897959,482.904,0.365714285,0
29.561224489,531.599,0.093877551,0.8
29.779591836,479.82,0.487619047,0
30.666303854,480.428,0.534058956,0
31.329523809,532.394,0.232199546,0
31.685079365,643.02,0.563083900,0
32.345396825,643.02,0.232199546,0
32.583401360,502.513,0.208979591,0
33.036190476,479.602,0.513378684,0
33.661224489,581.119,0.557278911,0
34.304580498,507.664,0.214784580,0
34.626757369,428.431,0.353922902,0
35.300136054,398.845,0.226394557,0
35.641179138,527.472,0.313469387,0
36.355192743,527.472,0.191564625,0
36.554013605,427.471,0.203174603,0
36.767346938,373.133,0.132653061,0.8
36.985034013,360.753,0.392562358,0
37.393877551,388.815,0.150929705,0
37.668571428,482.078,0.337052154,0
38.067664399,533.25,0.116099773,0
38.236009070,480.428,0.162539682,0
38.874557823,643.845,0.139319727,0
39.188027210,644.671,0.203174603,0
39.542131519,643.02,0.185759637,0
39.733696145,533.25,0.179954648,0
39.992857142,477.952,0.100000000,0.8
40.170521541,403.479,0.203174603,0
40.447709750,482.078,0.272834467,0
40.745215419,532.394,0.145124716,0
41.034013605,479.602,0.278639455,0
41.319909297,376.459,0.267029478,0
41.656598639,480.428,0.342494331,0
42.032471655,481.253,0.290249433,0
42.579591836,538.58,0.255419501,0
42.840816326,398.845,0.203174603,0
43.216689342,709.047,0.394739229,0
43.617233560,610.832,0.121904761,0
43.942312925,723.903,0.214784580,0
44.162902494,481.253,0.342494331,0
44.512653061,532.394,0.168344671,0
47.693786848,727.271,0.208979591,0
47.907120181,642.195,2.362630385,0
50.277006802,710.66,0.446984126,0
50.728344671,643.845,0.336689342,0
51.072290249,724.729,0.342494331,0
51.420408163,643.02,0.957823129,0
52.384217687,759.007,0.156734693,0
52.545306122,531.599,0.359909297,0
52.912471655,479.602,0.197369614,0
53.626485260,430.764,0.232199546,0
53.863038548,482.078,0.179954648,0
54.276643990,532.358,0.365714285,0
54.646938775,408.623,0.336689342,0
55.138684807,482.904,0.423764172,0
55.825124716,726.379,0.516643990,0
56.349024943,611.56,0.220589569,0
56.871473922,639.246,0.214784580,0
57.092063492,526.279,0.255419501,0
57.353287981,481.253,0.545668934,0
57.904761904,533.25,2.768979591,0
60.679546485,725.554,0.220589569,0
60.904081632,479.602,0.760453514,0
61.672199546,526.279,0.220589569,0
61.898594104,480.57,2.658684807,0
