0.01	0.05	10	10	0.279150756071	0.569237818848	0.420369859233	0.857208574846	0.208954541297	0.426095307784	0.814702364523	0.436838715613
0.01	0.05	10	20	0.319629077232	0.598404772713	0.453491581562	0.849020149048	0.246783157262	0.462023732038	0.738522403165	0.395528567486
0.01	0.05	10	30	0.355746104779	0.617658335948	0.469500414022	0.815162388444	0.286363636364	0.497194163861	0.640721317509	0.345661974423
0.01	0.05	10	40	0.361328796972	0.613326197485	0.43481461036	0.738062379244	0.309090909091	0.524656638326	0.529855552489	0.303247768884
0.01	0.05	10	50	0.321918102522	0.580329136768	0.344649921796	0.621308308032	0.301999355047	0.544421154466	0.41337749563	0.276658386236
0.01	0.05	10	60	0.257666939483	0.535843242983	0.24620480265	0.512006624344	0.27024843466	0.562007675217	0.315852424326	0.265801821695
0.01	0.05	10	70	0.206492103503	0.501671896703	0.184653601987	0.448615327997	0.234189031505	0.568961493582	0.266169840832	0.26396172601
0.01	0.05	10	80	0.194332828889	0.493033449877	0.171312908271	0.434630600791	0.224499638293	0.569568362672	0.255773300212	0.26331769252
0.01	0.05	10	90	0.194342970462	0.493059179626	0.171312908271	0.434630600791	0.224526709273	0.56963704329	0.255681295427	0.26331769252
0.01	0.05	20	10	0.285403794206	0.575154469525	0.422853988407	0.852148311712	0.215390383354	0.434061299091	0.793541264146	0.429294323305
0.01	0.05	20	20	0.320742429176	0.599674373168	0.453123562425	0.847180053363	0.248223375838	0.464089511617	0.731346029994	0.394056490938
0.01	0.05	20	30	0.356062986628	0.618065011697	0.469132394885	0.814334345386	0.286911996399	0.498030609948	0.637777164413	0.345201950501
0.01	0.05	20	40	0.361487261877	0.613495524443	0.434722605575	0.737786364891	0.309369475545	0.525044195639	0.528751495078	0.303063759315
0.01	0.05	20	50	0.322128610729	0.580553645117	0.34474192658	0.621308308032	0.30229931424	0.544816458249	0.412641457356	0.276566381452
0.01	0.05	20	60	0.257666939483	0.535843242983	0.24620480265	0.512006624344	0.27024843466	0.562007675217	0.315852424326	0.265801821695
0.01	0.05	20	70	0.206492103503	0.501671896703	0.184653601987	0.448615327997	0.234189031505	0.568961493582	0.266169840832	0.26396172601
0.01	0.05	20	80	0.194332828889	0.493033449877	0.171312908271	0.434630600791	0.224499638293	0.569568362672	0.255773300212	0.26331769252
0.01	0.05	20	90	0.194342970462	0.493059179626	0.171312908271	0.434630600791	0.224526709273	0.56963704329	0.255681295427	0.26331769252
0.01	0.05	30	10	0.292704569944	0.581542752107	0.424878093661	0.844143895483	0.223253565386	0.443558133913	0.763087680559	0.419265801822
0.01	0.05	30	20	0.325584454016	0.60336040509	0.455515686816	0.844143895483	0.253325828899	0.469453540729	0.716165240593	0.388628208667
0.01	0.05	30	30	0.356317006517	0.618947515941	0.467844327905	0.812678259269	0.287727041249	0.499801957789	0.632716901279	0.344833931364
0.01	0.05	30	40	0.361450396294	0.613546732014	0.434262581654	0.737142331401	0.309548793284	0.525445960126	0.527371423314	0.302879749747
0.01	0.05	30	50	0.322294856356	0.580681231722	0.34474192658	0.621124298464	0.302592263587	0.545182912057	0.411905419082	0.276382371883
0.01	0.05	30	60	0.257691752131	0.535894843276	0.24620480265	0.512006624344	0.270303030303	0.562121212121	0.315668414758	0.265801821695
0.01	0.05	30	70	0.206492103503	0.501671896703	0.184653601987	0.448615327997	0.234189031505	0.568961493582	0.266169840832	0.26396172601
0.01	0.05	30	80	0.194332828889	0.493033449877	0.171312908271	0.434630600791	0.224499638293	0.569568362672	0.255773300212	0.26331769252
0.01	0.05	30	90	0.194342970462	0.493059179626	0.171312908271	0.434630600791	0.224526709273	0.56963704329	0.255681295427	0.26331769252
0.01	0.05	40	10	0.296219642337	0.584807424894	0.421381911859	0.831907259177	0.228383364915	0.450882616934	0.734014168737	0.410525347318
