"/Users/gong/Documents/github/MTG/JingjuSingingAnnotation/educationSegmentation/evaluationGroundTruth/newUnclassified/male_01_pos_6.wav",1.056507936,0.568888889,408.156
,1.776326530,0.464399093,377.505
,2.321995464,0.121904762,420.858
,2.449705215,0.121904762,517.209
,2.577414965,0.191564626,433.764
,3.024399092,0.406349206,335.084
,3.546848072,0.243809524,339.236
,3.796462584,0.226394558,372.946
,5.149024942,0.139319728,437.177
,5.294149659,0.116099773,517.08
,5.421859410,0.162539682,425.047
,5.590204081,0.116099773,374.086
,5.874648525,0.371519275,502.142
,6.362267573,0.203174603,436.165
,6.623492063,0.133514739,424.232
,6.762811791,0.133514739,377.066
,7.006621314,0.168344672,377.928
,7.180770974,0.203174603,422.612
,7.389750566,0.116099773,515.1
,7.558095237,0.110294785,432.075
,7.674195011,0.185759637,489.042
,7.865759636,0.220589570,426.827
,8.092154194,0.145124717,361.665
,9.293786847,0.371519275,256.207
,9.816235827,0.429569161,315.217
,10.303854874,0.133514740,316.705
,10.443174602,0.116099774,280.742
,10.565079364,0.185759637,251.741
,10.913378684,0.313469388,212.326
,11.232653060,0.145124717,279.568
,11.406802720,0.499229025,244.25
,12.509750566,0.772063492,248.448
,13.287619047,0.208979592,278.742
,13.740408162,0.278639456,339.096
,14.094512471,0.267029478,320.518
,15.702494330,0.417959184,331.247
,16.288798185,0.319274377,203.443
,16.729977323,0.226394558,200.601
,17.031836734,0.174149660,242.604
,17.333696144,0.441179139,275.877
,17.873560090,0.121904762,276.834
,18.001269840,0.110294785,245.263
,18.117369614,0.383129251,202.434
,19.440907029,0.470204081,398.46
,20.195555555,0.313469387,401.777
,20.514829931,0.249614513,324.011
,20.770249432,0.162539683,408.188
,20.938594103,0.325079366,368.913
,21.269478457,0.174149660,426.933
,21.565532879,0.313469388,379.472
,22.093786847,0.313469388,214.655
,22.604625850,0.179954648,213.773
,22.929705215,0.342494331,257.057
,23.376689342,0.162539682,285.874
,23.655328797,0.226394558,307.874
,23.904943310,0.156734694,278.083
,24.421587301,0.139319728,301.431
,24.566712017,1.323537415,365.445
,26.546213151,0.243809524,318.704
,26.795827664,0.174149659,368.172
,26.975782312,0.406349206,290.098
,27.387936507,0.313469388,248.674
,27.759455781,0.127709751,272.314
,27.968435373,0.278639456,334.192
,29.547392289,0.220589570,341.362
,29.773786847,0.162539683,345.6
,30.133696144,0.116099774,284.818
,30.255600906,0.145124717,255.137
,30.609705215,0.226394557,211.726
,31.079909296,0.133514739,351.381
,31.219229024,0.145124717,308.534
,31.370158729,0.145124717,362.214
,31.573333333,0.458594104,244.689
,32.618231292,0.319274376,278.855
,33.047800453,0.168344671,278.746
,33.303219954,0.179954648,413.449
,33.686349206,0.116099773,377.112
,33.808253967,0.197369615,323.722
,34.191383219,0.354104309,388.265
,34.615147391,0.145124717,404.337
,34.766077097,0.203174603,489.226
,35.172426303,0.377324263,202.603
,35.741315192,0.377324263,252.55
,36.240544217,0.191564626,275.553
,36.461133786,0.214784581,278.673
,36.768798185,0.214784581,245.823
,36.989387754,0.238004535,207.303
,37.302857142,0.191564626,259.593
,37.523446711,0.162539683,282.203
,37.744036280,0.197369615,305.187
,38.016870747,0.203174604,314.694
,38.249070294,0.179954648,288.999
,38.533514738,0.203174604,375.097
,38.754104308,0.110294784,270.512
,38.916643990,0.214784581,321.368
,39.311383219,0.313469388,247.46
,39.630657596,0.145124716,277.337
,39.816417233,0.139319728,328.095
,40.838095237,0.417959184,336.829
,41.447619047,0.139319728,277.511
,41.865578230,0.383129252,256.398
,42.335782312,0.104489796,337.51
,42.446077097,0.116099773,274.469
,42.567981859,0.174149659,241.164
,42.823401360,0.301859410,205.93
,43.305215419,0.238004535,255.972
,43.572244897,0.203174603,286.611
,43.972789115,0.127709750,248.563
,44.106303854,0.185759637,215.963
,44.901587301,0.145124716,452.372
,45.052517006,0.127709751,499.85
,45.186031745,0.174149660,420.007
,45.365986394,0.139319728,370.186
,45.511111110,0.249614513,342.542
,45.975510203,0.342494331,277.824
,46.323809523,0.139319728,359.989
,46.492154194,0.354104309,325.576
,46.852063491,0.110294785,281.146
,46.968163264,0.243809524,419.016
,47.217777777,0.104489796,374.969
,47.896961450,0.197369615,189.062
,48.100136054,0.168344671,223.592
,48.401995464,0.325079365,242.964
,48.732879818,0.104489796,351.645
,48.936054421,0.104489796,332.715
,49.057959183,0.121904762,272.474
,49.185668933,0.121904762,246.668
,49.470113378,0.238004535,213.68
,49.719727890,0.127709751,316.156
,50.073832199,0.121904762,281.642
,50.201541949,0.145124717,251.858
,50.468571428,0.162539682,205.934
